train_test_split,german_only,learning_rate,epochs,decay,num_attention_heads,num_hidden_layers,random_state,train_bert,name_only,faq_q_only,remove_special_chars,weighted,current_model,shuffle_between_training,distill,sample_size,override,explainable,optimizer,output_attentions,output_hidden_states,batch_size,shuffle_tf,faq_tn,faq_fp,faq_fn,faq_tp,faq_false_positive_rate,faq_false_negative_rate,faq_true_negative_rate,faq_negative_predictive_value,faq_false_discovery_rate,faq_recall,faq_precision,faq_accuracy,faq_f1,faq_matthews_corr,services_tn,services_fp,services_fn,services_tp,services_false_positive_rate,services_false_negative_rate,services_true_negative_rate,services_negative_predictive_value,services_false_discovery_rate,services_recall,services_precision,services_accuracy,services_f1,services_matthews_corr,time[sec],loss_0,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,loss_7,sparse_categorical_accuracy_0,sparse_categorical_accuracy_1,sparse_categorical_accuracy_2,sparse_categorical_accuracy_3,sparse_categorical_accuracy_4,sparse_categorical_accuracy_5,sparse_categorical_accuracy_6,sparse_categorical_accuracy_7,val_loss_0,val_loss_1,val_loss_2,val_loss_3,val_loss_4,val_loss_5,val_loss_6,val_loss_7,val_sparse_categorical_accuracy_0,val_sparse_categorical_accuracy_1,val_sparse_categorical_accuracy_2,val_sparse_categorical_accuracy_3,val_sparse_categorical_accuracy_4,val_sparse_categorical_accuracy_5,val_sparse_categorical_accuracy_6,val_sparse_categorical_accuracy_7,loss_8,loss_9,sparse_categorical_accuracy_8,sparse_categorical_accuracy_9,loss_10,loss_11,loss_12,loss_13,loss_14,loss_15,sparse_categorical_accuracy_10,sparse_categorical_accuracy_11,sparse_categorical_accuracy_12,sparse_categorical_accuracy_13,sparse_categorical_accuracy_14,sparse_categorical_accuracy_15,cluster,enrich_FAQs,real_data
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,398.0,602.0,140.0,860.0,0.602,0.14,0.398,0.7397769516728625,0.4117647058823529,0.86,0.5882352941176471,0.629,0.6986190089358245,0.2909074756927904,860.0,140.0,602.0,398.0,0.14,0.602,0.86,0.5882352941176471,0.2602230483271375,0.398,0.7397769516728625,0.629,0.5175552665799741,0.2909074756927904,860.0901262760162,0.1804642975330352,0.0259020179510116,0.0066067641600966,0.0018809378379955,0.0013566967099905,0.0009931829990819,0.0007535660988651,0.0006753150955773,0.9516695737838744,0.994727611541748,0.9982425570487976,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0006101078470237,0.0004743134486488,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,401.0,599.0,150.0,850.0,0.599,0.15,0.401,0.7277676950998185,0.4133885438233264,0.85,0.5866114561766735,0.6255,0.69416088199265,0.2809077552692334,850.0,150.0,599.0,401.0,0.15,0.599,0.85,0.5866114561766735,0.2722323049001814,0.401,0.7277676950998185,0.6255,0.5170857511283045,0.2809077552692334,1096.3291935920715,0.1726650148630142,0.0367254354059696,0.0039585451595485,0.0020147617906332,0.0014840429648756,0.0009888802887871,0.0008264773059636,0.0006730920867994,0.955184519290924,0.9912126660346984,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,False,False,Adam,False,False,8,False,412.0,588.0,171.0,829.0,0.588,0.171,0.412,0.7066895368782161,0.4149611856033874,0.829,0.5850388143966125,0.6205,0.6859743483657427,0.2651537905767777,829.0,171.0,588.0,412.0,0.171,0.588,0.829,0.5850388143966125,0.2933104631217839,0.412,0.7066895368782161,0.6205,0.5205306380290587,0.2651537905767777,706.8737127780914,0.1903415620326995,0.0192157216370105,0.0029012970626354,0.0013036095770075,0.0009620378259569,0.0007022022036835,0.0005885807331651,0.0004896828904747,0.9586994647979736,0.997363805770874,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,False,False,Adam,False,False,8,False,425.0,575.0,198.0,802.0,0.575,0.198,0.425,0.6821829855537721,0.4175744371822803,0.802,0.5824255628177197,0.6135,0.6748001682793437,0.2450839457825188,802.0,198.0,575.0,425.0,0.198,0.575,0.802,0.5824255628177197,0.3178170144462279,0.425,0.6821829855537721,0.6135,0.5237215033887862,0.2450839457825188,706.0360517501831,0.0290292594581842,0.0016839993186295,0.0002690871478989,0.0002951725327875,0.000119175601867,9.88777173915878e-05,9.222631342709064e-05,0.000113915237307,0.9964850544929504,0.9991212487220764,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,False,False,Adam,False,False,8,False,424.0,576.0,195.0,805.0,0.576,0.195,0.424,0.6849757673667205,0.4170890658942795,0.805,0.5829109341057205,0.6145,0.6761864762704746,0.2476813570642509,805.0,195.0,576.0,424.0,0.195,0.576,0.805,0.5829109341057205,0.3150242326332795,0.424,0.6849757673667205,0.6145,0.5237801111797405,0.2476813570642509,706.7556865215302,5.7140055105264764e-06,8.834883828967577e-07,5.440887207441847e-07,4.41744731460858e-07,3.675793891488866e-07,3.115363824690576e-07,2.684827506982401e-07,2.437609794014861e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,399.0,601.0,158.0,842.0,0.601,0.158,0.399,0.7163375224416517,0.4164934164934165,0.842,0.5835065835065835,0.6205,0.689316414244781,0.2688167210824592,842.0,158.0,601.0,399.0,0.158,0.601,0.842,0.5835065835065835,0.2836624775583483,0.399,0.7163375224416517,0.6205,0.5125240847784202,0.2688167210824592,1062.2045629024506,0.1846240013837814,0.0317184180021286,0.0112570952624082,0.0024094737600535,0.0014060448156669,0.0010420843027532,0.0007730651996098,0.0006822572322562,0.9516695737838744,0.9938488602638244,0.9991212487220764,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,422.0,578.0,169.0,831.0,0.578,0.169,0.422,0.7140439932318104,0.4102200141944641,0.831,0.5897799858055358,0.6265,0.6899128268991283,0.2772498272252818,831.0,169.0,578.0,422.0,0.169,0.578,0.831,0.5897799858055358,0.2859560067681895,0.422,0.7140439932318104,0.6265,0.5304839723444374,0.2772498272252818,1083.1826298236847,0.1843839138746261,0.0250648502260446,0.0030022994615137,0.0014169204514473,0.0008458208176307,0.0007293180096894,0.0005401123780757,0.0004722627345472,0.9534270763397216,0.997363805770874,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,True,Adam,False,False,8,False,376.0,624.0,123.0,877.0,0.624,0.123,0.376,0.7535070140280561,0.4157228514323784,0.877,0.5842771485676216,0.6265,0.7013194722111156,0.2923343858267557,877.0,123.0,624.0,376.0,0.123,0.624,0.877,0.5842771485676216,0.2464929859719438,0.376,0.7535070140280561,0.6265,0.5016677785190127,0.2923343858267557,2619.3028802871704,0.1081498265266418,0.0114147253334522,0.0027369072195142,0.0008863930124789,0.0006748100859113,0.0005409228615462,0.0004799707676284,0.0003790484042838,0.9732948541641236,0.9978347420692444,0.9992782473564148,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,True,Adam,False,False,8,False,398.0,602.0,131.0,869.0,0.602,0.131,0.398,0.7523629489603024,0.4092454112848402,0.869,0.5907545887151597,0.6335,0.7033589639821934,0.302675374880991,869.0,131.0,602.0,398.0,0.131,0.602,0.869,0.5907545887151597,0.2476370510396975,0.398,0.7523629489603024,0.6335,0.5206017004578155,0.302675374880991,2692.0072259902954,0.1171475872397422,0.0144170857965946,0.0045564826577901,0.0028994297608733,0.0024301668163388,0.002119697863236,0.0016846652142703,0.0010269378544762,0.966077208518982,0.9974738359451294,0.9992782473564148,0.999639093875885,0.999639093875885,0.999639093875885,0.999639093875885,0.999639093875885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,False,german_standard_sota,False,False,2000,False,True,Adam,False,False,8,False,381.0,619.0,128.0,872.0,0.619,0.128,0.381,0.7485265225933202,0.4151576123407109,0.872,0.5848423876592891,0.6265,0.700120433560819,0.2904175171953478,872.0,128.0,619.0,381.0,0.128,0.619,0.872,0.5848423876592891,0.2514734774066797,0.381,0.7485265225933202,0.6265,0.5049701789264414,0.2904175171953478,2609.009140253067,0.063567966222763,0.0092956824228167,0.0014823970850557,0.0006530525861307,0.0004017572791781,0.0003273109032306,0.0002729509724304,0.0002292745484737,0.978708028793335,0.9971129298210144,0.999639093875885,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,False,german_standard_sota,False,False,2000,False,True,Adam,False,False,8,False,385.0,615.0,130.0,870.0,0.615,0.13,0.385,0.7475728155339806,0.4141414141414141,0.87,0.5858585858585859,0.6275,0.7002012072434608,0.2915904788485118,870.0,130.0,615.0,385.0,0.13,0.615,0.87,0.5858585858585859,0.2524271844660194,0.385,0.7475728155339806,0.6275,0.5082508250825083,0.2915904788485118,2620.881147384644,0.0630298629403114,0.0076610944233834,0.0033940772991627,0.0021765297278761,0.0011983045842498,0.0005263701314106,0.0003761685511562,0.0002993950620293,0.9765427708625792,0.9978347420692444,0.999639093875885,0.999639093875885,0.999639093875885,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,False,german_standard_sota,False,False,2000,False,True,Adam,False,False,8,False,401.0,599.0,126.0,874.0,0.599,0.126,0.401,0.7609108159392789,0.406653088934148,0.874,0.593346911065852,0.6375,0.7068338050950262,0.312123172684136,874.0,126.0,599.0,401.0,0.126,0.599,0.874,0.593346911065852,0.239089184060721,0.401,0.7609108159392789,0.6375,0.5252128356254092,0.312123172684136,2648.2633583545685,0.0675577744841575,0.0069109960459172,0.0024539160076528,0.000685017381329,0.0004741179873235,0.0003263455291744,0.0002805694530252,0.0002246884978376,0.9736557006835938,0.9992782473564148,0.999639093875885,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,False,german_standard_sota,False,False,2000,False,False,Adam,False,False,8,False,400.0,600.0,146.0,854.0,0.6,0.146,0.4,0.7326007326007326,0.4126547455295736,0.854,0.5873452544704264,0.627,0.6960065199674002,0.2850724131095017,854.0,146.0,600.0,400.0,0.146,0.6,0.854,0.5873452544704264,0.2673992673992674,0.4,0.7326007326007326,0.627,0.517464424320828,0.2850724131095017,2663.266228437424,0.0646331086754798,0.0062433267012238,0.0010056132450699,0.0006376828532665,0.0003575168957468,0.0002947071334347,0.0002457908703945,0.0002118116390192,0.9769036173820496,0.9985564947128296,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,False,german_standard_sota,False,False,2000,False,False,Adam,False,False,8,False,393.0,607.0,138.0,862.0,0.607,0.138,0.393,0.7401129943502824,0.4132062627637849,0.862,0.5867937372362151,0.6275,0.6982584042122317,0.2887234257114529,862.0,138.0,607.0,393.0,0.138,0.607,0.862,0.5867937372362151,0.2598870056497175,0.393,0.7401129943502824,0.6275,0.5133899412148922,0.2887234257114529,2665.407035112381,0.0125835090875625,0.0002978781994897,0.0001081706213881,7.147844007704407e-05,6.205921818036586e-05,5.181536471354775e-05,4.3518273741938174e-05,4.006691233371384e-05,0.9967520833015442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,True,5e-05,8,0.01,12,12,100,True,True,True,True,,german_standard_sota,False,False,2000,False,False,Adam,False,False,8,False,0.0,1000.0,0.0,1000.0,1.0,0.0,0.0,,0.5,1.0,0.5,0.5,0.6666666666666666,0.0,1000.0,0.0,1000.0,0.0,0.0,1.0,1.0,0.5,,0.0,,0.5,0.0,0.0,1792.4996285438538,0.1843910962343216,0.2644342184066772,0.3094314336776733,0.4358571767807007,0.5521583557128906,0.612328827381134,0.6805839538574219,0.3628597259521484,0.9611111283302308,0.9372222423553468,0.9155555367469788,0.8533333539962769,0.801111102104187,0.7427777647972107,0.6827777624130249,0.8811110854148865,0.0016411244869232,0.0067739677615463,0.014730998314917,0.0198359414935112,0.0572793036699295,0.0706216320395469,0.1454080194234848,0.0796214789152145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
0.9,True,5e-05,8,0.01,12,12,100,True,True,True,True,,german_standard_sota,False,False,4000,False,False,Adam,False,False,8,False,0.0,2000.0,0.0,2000.0,1.0,0.0,0.0,,0.5,1.0,0.5,0.5,0.6666666666666666,0.0,2000.0,0.0,2000.0,0.0,0.0,1.0,1.0,0.5,,0.0,,0.5,0.0,0.0,3570.334337472916,0.1339332312345504,0.1348076164722442,0.2659711539745331,0.2027411609888076,0.2500607669353485,0.3014654815196991,0.3912177383899688,0.2189620286226272,0.9741666913032532,0.9733333587646484,0.9280555844306946,0.9433333277702332,0.9288889169692992,0.9027777910232544,0.8808333277702332,0.934166669845581,0.0007826249347999,0.0031990380957722,0.0081784538924694,0.0160280559211969,0.0179587863385677,0.0154988849535584,0.0279004387557506,0.0334277227520942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
0.9,True,5e-05,8,0.01,12,12,100,True,True,True,True,,german_standard_sota,False,False,4000,False,False,Adam,False,False,8,False,1952.0,48.0,76.0,1924.0,0.024,0.038,0.976,0.9625246548323472,0.024340770791075,0.962,0.9756592292089248,0.969,0.9687814702920444,0.9380919375150356,1924.0,76.0,48.0,1952.0,0.038,0.024,0.962,0.9756592292089248,0.0374753451676528,0.976,0.9625246548323472,0.969,0.9692154915590864,0.9380919375150356,3561.583915948868,0.3750030994415283,0.2429740279912948,0.1776676923036575,0.1358194798231125,0.1070354804396629,0.087362989783287,0.0751109048724174,0.0632135421037674,0.8427777886390686,0.906944453716278,0.9352777600288392,0.9491666555404664,0.9608333110809326,0.9677777886390686,0.971666693687439,0.9758333563804626,0.3499465882778168,0.3464251458644867,0.3928398489952087,0.4567895531654358,0.5198145508766174,0.5622814893722534,0.6034332513809204,0.621055006980896,0.8374999761581421,0.8525000214576721,0.8450000286102295,0.8450000286102295,0.8450000286102295,0.8475000262260437,0.8424999713897705,0.8424999713897705,,,,,,,,,,,,,,,,,,,
0.9,True,5e-05,8,0.01,12,12,100,True,True,True,True,,german_standard_sota,False,False,4000,False,False,Adam,False,False,8,False,1955.0,45.0,66.0,1934.0,0.0225,0.033,0.9775,0.967342899554676,0.0227387569479535,0.967,0.9772612430520464,0.97225,0.9721035436039206,0.9445520698680668,1934.0,66.0,45.0,1955.0,0.033,0.0225,0.967,0.9772612430520464,0.0326571004453241,0.9775,0.967342899554676,0.97225,0.9723949266351654,0.9445520698680668,3506.921447992325,0.3727481961250305,0.2263943701982498,0.1612825691699981,0.1164831817150116,0.0906718969345092,0.0712234005331993,0.063847430050373,0.0523577854037284,0.8436111211776733,0.9105555415153505,0.9411110877990724,0.9577777981758118,0.965833306312561,0.9752777814865112,0.977222204208374,0.9811111092567444,0.3394479751586914,0.3534669876098633,0.4161796867847442,0.5010164976119995,0.5394165515899658,0.6205645799636841,0.6413227915763855,0.6666600108146667,0.8600000143051147,0.8600000143051147,0.8575000166893005,0.8575000166893005,0.8550000190734863,0.8374999761581421,0.8349999785423279,0.8450000286102295,,,,,,,,,,,,,,,,,,,
0.9,True,5e-05,8,0.01,12,12,100,True,True,True,True,,german_standard_sota,False,False,4000,False,False,Adam,False,False,8,False,1733.0,267.0,248.0,1752.0,0.1335,0.124,0.8665,0.8748107016658253,0.1322436849925705,0.876,0.8677563150074294,0.87125,0.8718586713112715,0.7425335075805615,1752.0,248.0,267.0,1733.0,0.124,0.1335,0.876,0.8677563150074294,0.1251892983341746,0.8665,0.8748107016658253,0.87125,0.870635518713891,0.7425335075805615,3517.8666841983795,0.3827603757381439,0.2429263740777969,0.178721010684967,0.1349529027938842,0.1075900495052337,0.0910910964012146,0.0763983055949211,0.0630287900567054,0.8347222208976746,0.9077777862548828,0.9291666746139526,0.9505555629730223,0.9586111307144164,0.9655555486679076,0.9708333611488342,0.9769444465637208,0.3350659310817718,0.3540239334106445,0.3803091049194336,0.4022460877895355,0.4236072897911072,0.4393351674079895,0.4607796370983124,0.4868617355823517,0.8725000023841858,0.8700000047683716,0.862500011920929,0.8700000047683716,0.862500011920929,0.8799999952316284,0.8725000023841858,0.8675000071525574,,,,,,,,,,,,,,,,,,,
0.9,True,5e-05,8,0.01,12,12,100,True,True,True,True,,german_standard_sota,False,False,4000,False,False,Adam,False,False,8,False,1745.0,255.0,262.0,1738.0,0.1275,0.131,0.8725,0.8694569008470354,0.1279478173607626,0.869,0.8720521826392373,0.87075,0.8705234159779613,0.7415045417292272,1738.0,262.0,255.0,1745.0,0.131,0.1275,0.869,0.8720521826392373,0.1305430991529646,0.8725,0.8694569008470354,0.87075,0.8709757923633642,0.7415045417292272,3521.3384063243866,0.3824279308319092,0.2434605360031128,0.1918388903141021,0.1505903303623199,0.12068522721529,0.0965979099273681,0.080849751830101,0.066459834575653,0.8344444632530212,0.9086111187934875,0.9300000071525574,0.9461110830307008,0.9597222208976746,0.965833306312561,0.9708333611488342,0.9766666889190674,0.3259927630424499,0.3304177224636078,0.3555518686771393,0.381417840719223,0.4122795164585113,0.4570206701755523,0.5101987719535828,0.5455365180969238,0.8700000047683716,0.8799999952316284,0.8600000143051147,0.8700000047683716,0.862500011920929,0.8600000143051147,0.8525000214576721,0.8525000214576721,,,,,,,,,,,,,,,,,,,
0.9,True,5e-05,8,0.01,12,12,100,True,True,True,True,,german_standard_sota,False,False,4000,False,False,Adam,False,False,8,False,1682.0,318.0,219.0,1781.0,0.159,0.1095,0.841,0.884797475013151,0.1515007146260124,0.8905,0.8484992853739877,0.86575,0.8689924371797999,0.7323978292043143,1781.0,219.0,318.0,1682.0,0.1095,0.159,0.8905,0.8484992853739877,0.115202524986849,0.841,0.884797475013151,0.86575,0.8623429889771853,0.7323978292043143,3527.7902545928955,0.1774611175060272,0.0824441686272621,0.0518696717917919,0.0359731391072273,0.0344065278768539,0.0280056893825531,0.0230064634233713,0.027489548549056,0.9347222447395324,0.969444453716278,0.9788888692855836,0.9869444370269777,0.9880555272102356,0.9891666769981384,0.9916666746139526,0.9900000095367432,0.4535958468914032,0.5750706195831299,0.6402968764305115,0.696910560131073,0.7505954504013062,0.7789055705070496,0.8316483497619629,0.8238808512687683,0.8575000166893005,0.8450000286102295,0.8374999761581421,0.8399999737739563,0.8324999809265137,0.824999988079071,0.8274999856948853,0.8224999904632568,,,,,,,,,,,,,,,,,,,
0.9,True,5e-05,8,0.01,12,12,100,True,True,True,True,,german_standard_sota,False,False,2000,False,False,Adam,False,False,8,False,403.0,597.0,170.0,830.0,0.597,0.17,0.403,0.7033158813263525,0.4183601962158374,0.83,0.5816398037841626,0.6165,0.6839719818706222,0.2576716411069523,830.0,170.0,597.0,403.0,0.17,0.597,0.83,0.5816398037841626,0.2966841186736474,0.403,0.7033158813263525,0.6165,0.512396694214876,0.2576716411069523,1006.8046503067015,0.1285661458969116,0.0119160115718841,0.0012954361736774,0.0008405551197938,0.0006280421512201,0.000511769845616,0.0004378668090794,0.0003764829889405,0.953125,0.998046875,1.0,1.0,1.0,1.0,1.0,1.0,0.1467754244804382,0.2004844695329666,0.2174344956874847,0.2287070304155349,0.2375602126121521,0.2453360259532928,0.250470221042633,0.2555484771728515,0.9649122953414916,0.9561403393745422,0.9561403393745422,0.9561403393745422,0.9561403393745422,0.9561403393745422,0.9561403393745422,0.9561403393745422,,,,,,,,,,,,,,,,,,,
0.9,True,5e-05,8,0.01,12,12,100,True,True,True,True,,german_standard_sota,False,False,2000,False,False,Adam,False,False,8,False,601.0,399.0,173.0,827.0,0.399,0.173,0.601,0.7764857881136951,0.3254486133768352,0.827,0.6745513866231647,0.714,0.7430368373764599,0.4393676260119492,827.0,173.0,399.0,601.0,0.173,0.399,0.827,0.6745513866231647,0.2235142118863049,0.601,0.7764857881136951,0.714,0.677564825253664,0.4393676260119492,1809.714046478272,0.1251991689205169,0.0687036141753196,0.042826235294342,0.0458089374005794,0.0283221844583749,0.0263464543968439,0.0239221192896366,0.0230319425463676,0.9494444727897644,0.9700000286102296,0.9800000190734864,0.9766666889190674,0.9866666793823242,0.9877777695655824,0.9872221946716307,0.9905555844306946,0.9005491137504578,0.897239089012146,1.0234715938568115,1.0314621925354004,1.12970769405365,1.1601136922836304,1.1928906440734863,1.2280538082122805,0.7950000166893005,0.8050000071525574,0.800000011920929,0.7950000166893005,0.7900000214576721,0.7900000214576721,0.7900000214576721,0.7900000214576721,,,,,,,,,,,,,,,,,,,
0.9,True,5e-05,2,0.01,12,12,100,True,True,True,True,,german_standard_sota,False,False,2000,False,False,Adam,False,False,8,False,400.0,600.0,156.0,844.0,0.6,0.156,0.4,0.7194244604316546,0.4155124653739612,0.844,0.5844875346260388,0.622,0.690671031096563,0.2723132879498854,844.0,156.0,600.0,400.0,0.156,0.6,0.844,0.5844875346260388,0.2805755395683453,0.4,0.7194244604316546,0.622,0.5141388174807199,0.2723132879498854,263.8935842514038,0.126715213060379,0.0153931090608239,,,,,,,0.95703125,0.99609375,,,,,,,0.1278795599937439,0.158531367778778,,,,,,,0.9649122953414916,0.9649122953414916,,,,,,,,,,,,,,,,,,,,,,,,,
